group,mortality_age_group,p
het_black_female,0,0.000502107108443526
het_black_female,1,0.000930410368687411
het_black_female,2,0.00121058001601561
het_black_female,3,0.0014793687061760601
het_black_female,4,0.00181795290045453
het_black_female,5,0.00225502331271424
het_black_female,6,0.00323194764538057
het_black_female,7,0.0049170798082487
het_black_female,8,0.00750887450407183
het_black_female,9,0.010764947593360599
het_black_female,10,0.0150274818097894
het_black_female,11,0.0222665829024917
het_black_female,12,0.0353593616053002
het_black_female,13,0.0586923886348424
het_black_male,0,0.000502107108443526
het_black_male,1,0.000930410368687411
het_black_male,2,0.00121058001601561
het_black_male,3,0.0014793687061760601
het_black_male,4,0.00181795290045453
het_black_male,5,0.00225502331271424
het_black_male,6,0.00323194764538057
het_black_male,7,0.0049170798082487
het_black_male,8,0.00750887450407183
het_black_male,9,0.010764947593360599
het_black_male,10,0.0150274818097894
het_black_male,11,0.0222665829024917
het_black_male,12,0.0353593616053002
het_black_male,13,0.0586923886348424
het_hisp_female,0,0.000502107108443526
het_hisp_female,1,0.000930410368687411
het_hisp_female,2,0.00121058001601561
het_hisp_female,3,0.0014793687061760601
het_hisp_female,4,0.00181795290045453
het_hisp_female,5,0.00225502331271424
het_hisp_female,6,0.00323194764538057
het_hisp_female,7,0.0049170798082487
het_hisp_female,8,0.00750887450407183
het_hisp_female,9,0.010764947593360599
het_hisp_female,10,0.0150274818097894
het_hisp_female,11,0.0222665829024917
het_hisp_female,12,0.0353593616053002
het_hisp_female,13,0.0586923886348424
het_hisp_male,0,0.000502107108443526
het_hisp_male,1,0.000930410368687411
het_hisp_male,2,0.00121058001601561
het_hisp_male,3,0.0014793687061760601
het_hisp_male,4,0.00181795290045453
het_hisp_male,5,0.00225502331271424
het_hisp_male,6,0.00323194764538057
het_hisp_male,7,0.0049170798082487
het_hisp_male,8,0.00750887450407183
het_hisp_male,9,0.010764947593360599
het_hisp_male,10,0.0150274818097894
het_hisp_male,11,0.0222665829024917
het_hisp_male,12,0.0353593616053002
het_hisp_male,13,0.0586923886348424
het_white_female,0,0.000502107108443526
het_white_female,1,0.000930410368687411
het_white_female,2,0.00121058001601561
het_white_female,3,0.0014793687061760601
het_white_female,4,0.00181795290045453
het_white_female,5,0.00225502331271424
het_white_female,6,0.00323194764538057
het_white_female,7,0.0049170798082487
het_white_female,8,0.00750887450407183
het_white_female,9,0.010764947593360599
het_white_female,10,0.0150274818097894
het_white_female,11,0.0222665829024917
het_white_female,12,0.0353593616053002
het_white_female,13,0.0586923886348424
het_white_male,0,0.000502107108443526
het_white_male,1,0.000930410368687411
het_white_male,2,0.00121058001601561
het_white_male,3,0.0014793687061760601
het_white_male,4,0.00181795290045453
het_white_male,5,0.00225502331271424
het_white_male,6,0.00323194764538057
het_white_male,7,0.0049170798082487
het_white_male,8,0.00750887450407183
het_white_male,9,0.010764947593360599
het_white_male,10,0.0150274818097894
het_white_male,11,0.0222665829024917
het_white_male,12,0.0353593616053002
het_white_male,13,0.0586923886348424
idu_black_female,0,0.000502107108443526
idu_black_female,1,0.000930410368687411
idu_black_female,2,0.00121058001601561
idu_black_female,3,0.0014793687061760601
idu_black_female,4,0.00181795290045453
idu_black_female,5,0.00225502331271424
idu_black_female,6,0.00323194764538057
idu_black_female,7,0.0049170798082487
idu_black_female,8,0.00750887450407183
idu_black_female,9,0.010764947593360599
idu_black_female,10,0.0150274818097894
idu_black_female,11,0.0222665829024917
idu_black_female,12,0.0353593616053002
idu_black_female,13,0.0586923886348424
idu_black_male,0,0.000502107108443526
idu_black_male,1,0.000930410368687411
idu_black_male,2,0.00121058001601561
idu_black_male,3,0.0014793687061760601
idu_black_male,4,0.00181795290045453
idu_black_male,5,0.00225502331271424
idu_black_male,6,0.00323194764538057
idu_black_male,7,0.0049170798082487
idu_black_male,8,0.00750887450407183
idu_black_male,9,0.010764947593360599
idu_black_male,10,0.0150274818097894
idu_black_male,11,0.0222665829024917
idu_black_male,12,0.0353593616053002
idu_black_male,13,0.0586923886348424
idu_hisp_female,0,0.000502107108443526
